"id","type_species","species","author","subspecies","common_name","higher_taxa","species_number","changes","description","created_at","updated_at"
11440,0,"Zygaspis violacea","(PETERS 1854)","","","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20119,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11439,0,"Zygaspis vandami","(FITZSIMONS 1930)","Zygaspis vandami vandami (FITZSIMONS 1930)
Zygaspis vandami arenicola BROADLEY & BROADLEY 1997","Van Dam’s Dwarf Worm Lizard
arenicola: Sand-dwelling Dwarf Worm Lizard","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20118,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11438,1,"Zygaspis quadrifrons","(PETERS 1862)","","E: Kalahari Dwarf Worm Lizard, Kalahari Round-snouted Worm Lizard","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20117,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11437,0,"Zygaspis nigra","BROADLEY & GANS 1969","","","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20116,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11436,0,"Zygaspis maraisi","BROADLEY & MEASEY 2016","","","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20757,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11435,0,"Zygaspis kafuensis","BROADLEY & BROADLEY 1997","","","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20115,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11434,0,"Zygaspis ferox","BROADLEY & BROADLEY 1997","","","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20114,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11433,0,"Zygaspis dolichomenta","WITTE & LAURENT 1942","","","Amphisbaenidae, Amphisbaenia, Lacertoidea, Squamata",20113,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11432,1,"Zootoca vivipara","(LICHTENSTEIN 1823)","Zootoca vivipara louislantzi ARRIBAS 2009
Zootoca vivipara pannonica (LAC & KLUCH 1968)
Zootoca vivipara vivipara (LICHTENSTEIN 1823)
Zootoca vivipara carniolica (MAYER, BÖHME, TIEDEMANN & BISCHOFF 2000)","E: Viviparous Lizard, European common lizard
G: Waldeidechse
Croatian: živorodna gušterica
Russian: Живородящая ящерица
Chinese: 胎蜥","Lacertidae, Lacertinae, Lacertini, Sauria, Lacertoidea, Squamata (lizards)",20112,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11431,0,"Zonosaurus tsingy","RASELIMANANA, RAXWORTHY & NUSSBAUM 2000","","","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20111,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11430,0,"Zonosaurus trilineatus","ANGEL 1939","","E: Three-lined Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20110,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11429,0,"Zonosaurus subunicolor","(BOETTGER 1881)","","","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20109,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11428,0,"Zonosaurus rufipes","(BOETTGER 1881)","","E: Red-legged Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20108,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11427,0,"Zonosaurus quadrilineatus","(GRANDIDIER 1867)","","E: Four-lined Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20107,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11426,0,"Zonosaurus ornatus","(GRAY 1831)","","E: Ornate Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20106,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11425,0,"Zonosaurus maximus","BOULENGER 1896","","E: Southeastern Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20105,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11424,0,"Zonosaurus maramaintso","RASELIMANANA, NUSSBAUM & RAXWORTHY 2006","","","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20104,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11423,1,"Zonosaurus madagascariensis","(GRAY 1831)","Zonosaurus madagascariensis madagascariensis (GRAY 1845)
Zonosaurus madagascariensis insulanus BRYGOO 1985","E: Madagascar Girdled Lizard
G: Madagaskar-Ringel-Schildechse","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20103,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11422,0,"Zonosaurus laticaudatus","(GRANDIDIER 1869)","","E: western Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20102,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11421,0,"Zonosaurus karsteni","(GRANDIDIER 1869)","","E: Karsten's Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20101,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11420,0,"Zonosaurus haraldmeieri","BRYGOO & BÖHME 1985","","G: Grüne Madagaskar-Ringel-Schildechse","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20100,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11419,0,"Zonosaurus brygooi","LANG & BÖHME 1990","","E: Brygoo's Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20099,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11418,0,"Zonosaurus boettgeri","STEINDACHNER 1891","","E: Boettger's Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20098,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11417,0,"Zonosaurus bemaraha","RASELIMANANA, RAXWORTHY & NUSSBAUM 2000","","","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20097,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11416,0,"Zonosaurus anelanelany","RASELIMANANA, RAXWORTHY & NUSSBAUM 2000","","","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20096,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11415,0,"Zonosaurus aeneus","(GRANDIDIER 1872)","","E: Bronze Girdled Lizard","Gerrhosauridae (Zonosaurinae), Scincoidea, Sauria, Squamata (lizards)",20095,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11414,0,"Zamenis situla","(LINNAEUS 1758)","","E: Leopard Snakes, European Ratsnake
G: Leopardnatter
Croatian: crvenkrpica","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20094,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11413,0,"Zamenis scalaris","(SCHINZ 1822)","","E: Ladder Snakes
G: Treppennatter
D: Trapslang","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",18204,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11412,0,"Zamenis persicus","(WERNER 1913)","","E: Persian Rat Snake
G: Persische Kletternatter","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20093,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11411,1,"Zamenis longissimus","(LAURENTI 1768)","","E: Aesculapean Snake
G: Äskulapnatter
Croatian: bjelica
Russian: Эскулапов полоз","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20092,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11410,0,"Zamenis lineatus","(CAMERANO 1891)","","E: Striped Aesculapian rat snake","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20091,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11409,0,"Zamenis hohenackeri","(STRAUCH 1873)","Zamenis hohenackeri hohenackeri (STRAUCH 1873)
Zamenis hohenackeri lyciensis HOFMANN, MEBERT, SCHULZ, HELFENBERGER, GÖÇMEN & BÖHME 2018
Zamenis hohenackeri tauricus (WERNER 1898)","E: Transcaucasian Rat Snake
G: Transkaukasische Kletternatter
Russian: Закавказский полоз","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20090,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11408,0,"Yanomamia hoogmoedi","(KOK 2008)","","","Gymnophthalmidae (Cercosaurinae s.l., Ecpleopodinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",11168,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11407,1,"Yanomamia guianensis","(MACCULLOCH & LATHROP 2001)","","","Gymnophthalmidae (Cercosaurinae s.l., Ecpleopodinae), Sauria, Gymnophthalmoidea, Squamata (lizards)",11167,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11406,1,"Xylophis stenorhynchus","(GÜNTHER 1875)","","E: Günther's Mountain Snake","Pareidae (Xylophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20089,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11405,0,"Xylophis perroteti","(DUMÉRIL, BIBRON  & DUMÉRIL 1854)","","E: Perrotet's Mountain Snake, Striped Narrow-headed Snake","Pareidae (Xylophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20088,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11404,0,"Xylophis mosaicus","DEEPAK, NARAYANAN, DAS, RAJKUMAR, EASA, SREEJITH & GOWER 2020","","E: Anamalai wood snake
Tamil: Anamalai mannooli vannan pambu
Malayalam: Pul mannooli pambu","Pareidae (Xylophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",22623,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11403,0,"Xylophis captaini","GOWER & WINKLER 2007","","E: Captain’s Xylophis, Captain’s wood snake","Pareidae (Xylophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20087,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11402,1,"Xyelodontophis uluguruensis","BROADLEY & WALLACH 2002","","E: Dagger-tooth Vine Snake","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20086,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11401,0,"Xerotyphlops wilsoni","(WALL 1908)","","E: Iranian Worm Snake","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",20085,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11400,1,"Xerotyphlops vermicularis","(MERREM 1820)","","E: Eurasian Blind Snake, Greek Blindsnake
G: Blödauge, Europäische Wurmschlange
Russian: Червеобразная слепозмейка","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",20084,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11399,0,"Xerotyphlops syriacus","(JAN 1864)","","E: Syrian Blind Snake, Levantine Blindsnake
G: Syrisches Blödauge, Levante-Wurmschlange","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",23406,"revalidated",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11398,0,"Xerotyphlops socotranus","(BOULENGER 1889)","","E: Socotra Worm Snake","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",20083,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11397,0,"Xerotyphlops luristanicus","TORKI 2017","","E: Lorestan Blind Snake, Laki Blind Snake","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",21040,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11396,0,"Xerotyphlops etheridgei","(WALLACH 2002)","","","Typhlopidae (Asiatyphlopinae), Typhlopoidea, Serpentes, Squamata (snakes)",20082,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11395,0,"Xenoxybelis boulengeri","(PROCTER 1923)","","E: Southern Sharpnose Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",17284,"new genus (was: Philodryas)",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11394,1,"Xenoxybelis argentea","(DAUDIN 1803)","","E: Striped Sharpnose Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",17279,"new genus (was: Philodryas)",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11393,1,"Xenotyphlops grandidieri","(MOCQUARD 1905)","","","Xenotyphlopidae, Typhlopoidea, Serpentes, Squamata (snakes)",20081,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11392,0,"Xenosaurus tzacualtipantecus","WOOLRICH-PIÑA & SMITH 2012","","E: Zacualtipá́n Knob-scaled Lizard","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20080,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11391,0,"Xenosaurus rectocollaris","SMITH & IVERSON 1993","","E: Pallid Knob-scaled Lizard
S: Xenosauro Pálido","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20079,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11390,0,"Xenosaurus rackhami","STUART 1941","","E: Rackham’s Knob-scaled Lizard 
S: Xenosauro de Collar","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20078,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11389,0,"Xenosaurus platyceps","KING & THOMPSON 1968","","E: Flathead Knob-scaled Lizard
S: Xenosauro de Cabeza-plana","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20077,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11388,0,"Xenosaurus phalaroanthereon","NIETO-MONTES DE OCA, CAMPBELL & FLORES-VILLELA 2001","","E: Chin-spotted Knob-scaled Lizard
S: Xenosauro de Mentón Manchada","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20076,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11387,0,"Xenosaurus penai","PÉREZ RAMOS, DE LA RIVA & CAMPBELL 2000","","E: Pena's Knob-scaled Lizard
S: Xenosauro de Peña","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20075,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11386,0,"Xenosaurus newmanorum","TAYLOR 1949","","E: Newman's Knob-scaled Lizard
S: Xenosauro de Newman","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20074,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11385,0,"Xenosaurus mendozai","NIETO-MONTES DE OCA, GARCÍA-VÁZQUEZ, ZÚÑIGA-VEGA & SCHMIDT-BALLARDO 2013","","","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20073,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11384,0,"Xenosaurus grandis","(GRAY 1856)","Xenosaurus grandis grandis (GRAY 1856)
Xenosaurus grandis sanmartinensis WERLER & SHANNON 1961","Knob-scaled Lizard
E: San Martin Knob-scaled Lizard [sanmartinensis]
S: Xenosauro del Volcán San Martin [sanmartinensis]","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20072,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11383,0,"Xenosaurus fractus","NIETO-MONTES DE OCA, SÁNCHEZ-VEGA & DURÁN-FUENTES 2018","","","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",21240,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11382,1,"Xenosaurus arboreus","(LYNCH & SMITH 1965)","","E: Arboreal Knob-scaled Lizard
S: Xenosauro Arboricola","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20776,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11381,0,"Xenosaurus agrenon","KING & THOMPSON 1968","","E: Mountain Knob-scaled Lizard
S: Xenosauro de Montaña","Xenosauridae, Diploglossa, Anguimorpha, Sauria, Squamata (lizards)",20071,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11380,0,"Xenopholis werdingorum","JANSEN, ÁLVAREZ & KÖHLER 2009","","","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20070,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11379,0,"Xenopholis undulatus","(JENSEN 1900)","","E: Jensen's Ground Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20069,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11378,1,"Xenopholis scalaris","(WUCHERER 1861)","","E: Wucherer's Ground Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20068,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11377,0,"Xenophidion schaeferi","GÜNTHER & MANTHEY 1995","","E: Malayan Spinejaw Snake
G: Malayen-Stachelkiefer","Xenophidiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",20067,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11376,1,"Xenophidion acanthognathus","GÜNTHER & MANTHEY 1995","","E: Bornean spine-jawed snake
G: Borneo-Stachelkiefer","Xenophidiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",20066,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11375,1,"Xenopeltis unicolor","REINWARDT 1827","","E: Sunbeam Snake
G: Regenbogen-Erdschlange
Chinese: 闪鳞蛇","Xenopeltidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes, Squamata (snakes)",20065,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11374,0,"Xenopeltis hainanensis","HU & ZHAO 1972","","Chinese: 海南闪鳞蛇","Xenopeltidae, Henophidia, Pythonoidea, Alethinophidia, Serpentes, Squamata (snakes)",20064,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11373,0,"Xenodon werneri","(EISELT 1963)","","","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19210,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11372,1,"Xenodon severus","(LINNAEUS 1758)","","E: Amazon False Fer-de-lance","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20063,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11371,0,"Xenodon semicinctus","(DUMÉRIL, BIBRON  & DUMÉRIL 1854)","","E: Ringed Hognose Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20062,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11370,0,"Xenodon rabdocephalus","(WIED-NEUWIED 1824)","","E: False Fer-de-lance
G: Streifköpfige Natter
S: Falso Terciopelo","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20061,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11369,0,"Xenodon pulcher","(JAN 1863)","","G: Falsche Korallenschlange, Dreifarben-Hakennasennatter","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20060,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11368,0,"Xenodon neuwiedii","GÜNTHER 1863","","E: Neuwied's False Fer-de-lance","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20059,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11367,0,"Xenodon nattereri","(STEINDACHNER 1867)","","","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20058,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11366,0,"Xenodon merremii","(WAGLER 1824)","","E: Wagler's Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20057,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11365,0,"Xenodon matogrossensis","(SCROCCHI & CRUZ 1993)","","","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20056,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11364,0,"Xenodon histricus","(JAN 1863)","","E: Jan's Hognose Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20055,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11363,0,"Xenodon guentheri","BOULENGER 1894","","E: Günther's False Fer-de-lance","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20054,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11362,0,"Xenodon dorbignyi","(BIBRON 1854)","Xenodon dorbignyi chacoensis (LEMA 1994)
Xenodon dorbignyi orientalis (LEMA 1994)
Xenodon dorbignyi uruguayensis (LEMA 1994)
Xenodon dorbignyi dorbignyi (BIBRON in DUMÉRIL, BIBRON & DUMÉRIL 1854)","E: South American Hognose Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20053,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11361,1,"Xenodermus javanicus","REINHARDT 1836","","E: Xenodermine Snake, Java Tubercle Snake, Dragon snake
G: Java Höckernatter","Xenodermidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20052,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11360,0,"Xenochrophis vittatus","(LINNAEUS 1758)","","E: Banded Keelback, Striped Keelback
G: Gestreifte Fischnatter","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20051,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11359,0,"Xenochrophis trianguligerus","(BOIE 1827)","","E: Triangle Keelback
G: Dreiecks-Fischnatter","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20049,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11358,0,"Xenochrophis maculatus","(EDELING 1864)","","E: Spotted Keelback
G: Gefleckte Fischnatter","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20043,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11357,1,"Xenochrophis cerasogaster","(CANTOR 1839)","","E: Painted Keelback
G: Dunkelbäuchige Fischnatter","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20041,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11356,0,"Xenochrophis bellulus","(STOLICZKA 1871)","","E: Burmese White-barred Keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20040,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11355,0,"Xenocalamus transvaalensis","METHUEN 1919","","E: Speckled Quill-snouted Snake, Transvaal Quill-snouted Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20038,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11354,0,"Xenocalamus sabiensis","BROADLEY 1971","","E: Sabi Quill-snouted Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20037,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11353,0,"Xenocalamus michelli","MÜLLER 1911","","E: Michell's Quill-snouted Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20036,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11352,0,"Xenocalamus mechowii","PETERS 1881","Xenocalamus mechowii inornatus WITTE & LAURENT 1947
Xenocalamus mechowii mechowii PETERS 1881","E: Elongate Quill-snouted Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20035,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11351,1,"Xenocalamus bicolor","GÜNTHER 1868","Xenocalamus bicolor australis FITZSIMONS 1946
Xenocalamus bicolor bicolor GÜNTHER 1868
Xenocalamus bicolor lineatus ROUX 1907
Xenocalamus bicolor machadoi LAURENT 1954
Xenocalamus bicolor maculatus FITZSIMONS 1937
Xenocalamus bicolor pernasutus (WERNER 1915)","Slender Quill-snouted Snake
bicolor: Bicoloured Quill-snouted Snake
australis: Waterberg Quill-snouted Snake
lineatus: Striped Quill-snouted Snake","Atractaspididae (Aparallactinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20034,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11350,1,"Xenelaphis hexagonotus","(CANTOR 1847)","","E: Malaysian Brown Snake
G: Braunnatter","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20033,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11349,0,"Xenelaphis ellipsifer","BOULENGER 1900","","E: Ocellated Brown Snake
G: Gefleckte Braunnatter","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",20032,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11348,0,"Xenagama zonura","(BOULENGER 1895)","","E: Ethiopian Ridgeback Agama","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",20031,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11347,0,"Xenagama wilmsi","WAGNER, MAZUCH & BAUER 2013","","G: Wilms’ Biberschwanzagame","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",20030,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
11346,0,"Xenagama taylori","(PARKER 1935)","","E: Taylor's Strange Agama, Dwarf Shield-Tailed Agama.
G: Taylors Biberschwanzagame","Agamidae (Agaminae), Sauria, Iguania, Squamata (lizards)",20029,"",NULL,"2021-04-30 18:54:01","2021-04-30 18:54:01"
