"id","type_species","species","author","subspecies","common_name","higher_taxa","species_number","changes","description","created_at","updated_at"
10963,0,"Tropidoscincus boreus","SADLIER & BAUER 2000","","","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",19667,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10962,1,"Tropidoscincus aubrianus","BOCAGE 1873","","","Scincidae, Eugongylinae, Scincoidea, Sauria, Squamata (lizards)",19666,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10961,1,"Tropidosaura montana","(GRAY 1831)","Tropidosaura montana montana (GRAY 1831)
Tropidosaura montana natalensis FITZSIMONS 1947
Tropidosaura montana rangeri HEWITT 1926","Common Mountain Lizard, Green-striped Mountain Lizard
montana: Green-striped Mountain Lizard
rangeri: Ranger's Mountain Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",19665,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10960,0,"Tropidosaura gularis","HEWITT 1927","","E: Cape Mountain Lizard, Yellow-striped Mountain Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",19664,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10959,0,"Tropidosaura essexi","HEWITT 1927","","E: Essex's Mountain Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",19663,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10958,0,"Tropidosaura cottrelli","(HEWITT 1925)","","E: Cottrell's Mountain Lizard","Lacertidae, Eremiadinae, Sauria, Lacertoidea, Squamata (lizards)",19662,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10957,0,"Tropidophorus thai","SMITH 1919","","E: Thai Stream Skink, Thai Water Skink
G: Thai-Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19661,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10956,0,"Tropidophorus sinicus","BOETTGER 1886","","E: Chinese water skink
Chinese: 中国棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19660,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10955,0,"Tropidophorus sebi","PUI, KARIN, BAUER & DAS 2017","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",20931,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10954,0,"Tropidophorus robinsoni","SMITH 1919","","E: Robinson's Keeled Skink, Robinson's Water Skink
G: Robinsons Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19659,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10953,0,"Tropidophorus perplexus","BARBOUR 1921","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19658,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10952,0,"Tropidophorus partelloi","STEJNEGER 1910","","E: Partello's Waterside Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19657,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10951,0,"Tropidophorus noggei","ZIEGLER, THANH & THANH 2005","","E: Nogge’s water skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19656,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10950,0,"Tropidophorus murphyi","HIKIDA, ORLOV, NABHITABHATA & OTA 2002","","E: Murphy’s water skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19655,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10949,0,"Tropidophorus mocquardii","BOULENGER 1895","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19654,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10948,0,"Tropidophorus misaminius","STEJNEGER 1908","","E: Misamis Waterside Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19653,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10947,0,"Tropidophorus micropus","LIDTH DE JEUDE 1905","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19652,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10946,0,"Tropidophorus microlepis","GÜNTHER 1861","","E: Small-scaled Water Skink
G: Kleinschuppiger Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19651,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10945,0,"Tropidophorus matsuii","HIKIDA, ORLOV, NABHITABHATA & OTA 2002","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19650,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10944,0,"Tropidophorus latiscutatus","HIKIDA, ORLOV, NABHITABHATA & OTA 2002","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19649,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10943,0,"Tropidophorus laotus","SMITH 1923","","E: Laotian Keeled Skink
G: Laos-Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19648,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10942,0,"Tropidophorus iniquus","LIDTH DE JEUDE 1905","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19647,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10941,0,"Tropidophorus hangnam","CHUAYNKERN, NABHITABHATA, INTHARA, KAMSOOK & SOMSRI 2005","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19646,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10940,0,"Tropidophorus hainanus","SMITH 1923","","E: Hainan water skink
Chinese: 海南棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19645,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10939,0,"Tropidophorus guangxiensis","WEN 1992","","Chinese: 广西棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19644,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10938,0,"Tropidophorus grayi","GÜNTHER 1861","","E: Gray's Keeled Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19643,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10937,0,"Tropidophorus davaoensis","BACON 1980","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19642,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10936,1,"Tropidophorus cocincinensis","DUMÉRIL & BIBRON 1839","","E: Cochinchinese water skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19641,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10935,0,"Tropidophorus brookei","(GRAY 1845)","","E: Brook’s Keeled Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19640,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10934,0,"Tropidophorus boehmei","NGUYEN, NGUYEN, SCHMITZ, ORLOV & ZIEGLER 2010","","E: suggest Boehme’s Water Skink
Vietnamese: Thằn lằn tai boê-me
G: Böhmes Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19639,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10933,0,"Tropidophorus berdmorei","(BLYTH 1853)","","E: Berdmore’s Water Skink
G: Berdmores Wasserskink
Chinese: 缅甸棱蜥","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19638,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10932,0,"Tropidophorus beccarii","PETERS 1871","","E: Beccari's Keeled Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19637,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10931,0,"Tropidophorus baviensis","BOURRET 1939","","E: Bavi water skink, Bavay's Keeled Skink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19636,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10930,0,"Tropidophorus baconi","HIKIDA, RIYANTO & OTA 2003","","","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19635,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10929,0,"Tropidophorus assamensis","ANNANDALE 1912","","E: North-Eastern Waterskink
G: Assam-Wasserskink","Scincidae, Sphenomorphinae, Scincoidea, Sauria, Squamata (lizards)",19634,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10928,0,"Tropidophis xanthogaster","DOMÍNGUEZ, MORENO & HEDGES 2006","","E: Guanahacabibes Trope","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19633,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10927,0,"Tropidophis wrighti","STULL 1928","","E: Gracile Banded Trope, Wright's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19632,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10926,0,"Tropidophis taczanowskyi","(STEINDACHNER 1880)","","E: Taczanowsky's Dwarf Boa.","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19631,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10925,0,"Tropidophis stullae","GRANT 1940","","E: Portland Ridge Trope, Stull’s Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19630,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10924,0,"Tropidophis stejnegeri","GRANT 1940","","E: Jamaican Eyespotted Trope, Stejneger’s Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19629,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10923,0,"Tropidophis steinleini","DÍAZ & CÁDIZ 2020","","","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",23104,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10922,0,"Tropidophis spiritus","HEDGES & GARRIDO 1999","","E: SANCTI SPIRITUS TROPE","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19628,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10921,0,"Tropidophis semicinctus","(GUNDLACH & PETERS 1864)","","E: Yellow-banded Trope, Banded Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19627,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10920,0,"Tropidophis schwartzi","THOMAS 1963","","E: Cayman Brac Trope, Schwartz’ Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19626,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10919,0,"Tropidophis preciosus","CURCIO, SALES-NUNES, SUZART ARGOLO, SKUK & RODRIGUES 2012","","","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19625,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10918,0,"Tropidophis pilsbryi","BAILEY 1937","","E: Oriente White-necked Trope, Pilsbry's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19624,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10917,0,"Tropidophis paucisquamis","(MÜLLER 1901)","","E: Brazilian Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19623,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10916,0,"Tropidophis parkeri","GRANT 1941","","E: Little Cayman Trope, Parker’s Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19622,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10915,0,"Tropidophis pardalis","(GUNDLACH 1840)","","E: Spotted Brown Trope, Leopard Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19621,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10914,0,"Tropidophis nigriventris","BAILEY 1937","","E: Dark-bellied Trope, Blackbelly Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19620,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10913,0,"Tropidophis morenoi","HEDGES, GARRIDO &  DÍAZ 2001","","E: Zebra Trope","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19619,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10912,1,"Tropidophis melanurus","(SCHLEGEL 1837)","Tropidophis melanurus melanurus (SCHLEGEL 1837)
Tropidophis melanurus dysodes SCHWARTZ & THOMAS 1960
Tropidophis melanurus ericksoni SCHWARTZ & THOMAS 1960","E: Giant Trope, Wood Snake
G: Kubanische Zwergboa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19618,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10911,0,"Tropidophis maculatus","(BIBRON 1840)","","E: Spotted Red Trope, Spotted Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19617,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10910,0,"Tropidophis jamaicensis","STULL 1928","","E: Jamaican Brown Trope, Jamaica Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19616,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10909,0,"Tropidophis hendersoni","HEDGES & GARRIDO 2002","","E: Cuban Khaki Trope","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19615,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10908,0,"Tropidophis hardyi","SCHWARTZ & GARRIDO 1975","","E: Escambray Small-headed Trope, Blackbelly Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19614,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10907,0,"Tropidophis haetianus","(COPE 1879)","Tropidophis haetianus haetianus (COPE 1879)
Tropidophis haetianus hemerus SCHWARTZ 1975
Tropidophis haetianus tiburonensis SCHWARTZ 1975","E: Hispaniolan Trope, Haitian Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19613,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10906,0,"Tropidophis greenwayi","BARBOUR & SHREVE 1936","Tropidophis greenwayi greenwayi BARBOUR & SHREVE 1936
Tropidophis greenwayi lanthanus SCHWARTZ 1963","E: Caicos Trope, Ambergris Cay Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19612,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10905,0,"Tropidophis grapiuna","CURCIO, SALES-NUNES, SUZART ARGOLO, SKUK & RODRIGUES 2012","","","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19611,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10904,0,"Tropidophis galacelidus","SCHWARTZ & GARRIDO 1975","","E: Escambray White-necked Trope, Pilsbry's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19610,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10903,0,"Tropidophis fuscus","HEDGES & GARRIDO 1992","","E: CUBAN DUSKY TROPE","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19609,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10902,0,"Tropidophis feicki","SCHWARTZ 1957","","E: Broad-banded Trope, Feick's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19608,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10901,0,"Tropidophis curtus","(GARMAN 1887)","","E: Northern Bahamas Trope, Bahama-Wood Snakes
G: Bahama-Zwerg-Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19607,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10900,0,"Tropidophis celiae","HEDGES, ESTRADA & DIAZ 1999","","E: CANASI TROPE","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19606,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10899,0,"Tropidophis caymanensis","BATTERSBY 1938","","E: Grand Cayman Trope, Cayman Islands Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19605,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10898,0,"Tropidophis canus","(COPE 1868)","","E: Inagua Trope, Bahama-Wood Snakes
G: Bahama-Zwerg-Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19604,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10897,0,"Tropidophis bucculentus","(COPE 1868)","","E: Navassa Trope, Navassa Dwarf Boa
G: Navassa-Zwergboa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19603,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10896,0,"Tropidophis battersbyi","LAURENT 1949","","E: Battersby's Dwarf Boa","Tropidophiidae, Henophidia, Alethinophidia, Serpentes, Squamata (snakes)",19602,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10895,0,"Tropidonophis truncatus","(PETERS 1863)","","","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19601,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10894,0,"Tropidonophis statisticus","MALNATE & UNDERWOOD 1988","","E: PNG montane keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19600,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10893,0,"Tropidonophis punctiventris","(BOETTGER 1895)","","E: Halmahera Keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19599,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10892,1,"Tropidonophis picturatus","(SCHLEGEL 1837)","","E: Painted keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19598,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10891,0,"Tropidonophis parkeri","MALNATE & UNDERWOOD 1988","","E: Highland keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19597,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10890,0,"Tropidonophis novaeguineae","(LIDTH DE JEUDE 1911)","","E: New Guinea keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19596,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10889,0,"Tropidonophis negrosensis","(TAYLOR 1917)","","E: Negros Spotted Water Snake","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19595,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10888,0,"Tropidonophis multiscutellatus","(BRONGERSMA 1948)","","E: Many-scaled keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19594,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10887,0,"Tropidonophis montanus","(LIDTH DE JEUDE 1911)","","E: North Irian montane keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19593,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10886,0,"Tropidonophis mcdowelli","MALNATE & UNDERWOOD 1988","","E: Northern New Guinea keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19592,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10885,0,"Tropidonophis mairii","(GRAY 1841)","Tropidonophis mairii mairii (GRAY 1841)         
Tropidonophis mairii plumbea (MACLEAY 1877)","E: Common keelback, Mair’s keelback
G: Kielrücken Wassernatter","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19591,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10884,0,"Tropidonophis hypomelas","(GÜNTHER 1877)","","E: Bismarck keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19590,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10883,0,"Tropidonophis halmahericus","(BOETTGER 1895)","","","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19589,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10882,0,"Tropidonophis elongatus","(JAN 1865)","","E: Moluccan keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19588,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10881,0,"Tropidonophis doriae","(BOULENGER 1897)","","E: Barred keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19587,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10880,0,"Tropidonophis dolasii","KRAUS & ALLISON 2004","","","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19586,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10879,0,"Tropidonophis dendrophiops","(GÜNTHER 1883)","","E: Spotted Water Snake","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19585,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10878,0,"Tropidonophis dahlii","(WERNER 1899)","","E: New Britain keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19584,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10877,0,"Tropidonophis aenigmaticus","MALNATE & UNDERWOOD 1988","","E: East Papuan keelback","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19583,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10876,1,"Tropidolaemus wagleri","(BOIE 1827)","","E: Wagler's Palm Viper, Wagler's Pit Viper, Temple pitviper
G: Waglers Bambusotter","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19582,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10875,0,"Tropidolaemus subannulatus","(GRAY 1842)","","E: North Philippine temple pitviper
G: Philippinische Tempelviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19581,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10874,0,"Tropidolaemus philippensis","(GRAY 1842)","","E: South Philippine temple pitviper
G: Südphilippinische Tempelviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19580,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10873,0,"Tropidolaemus laticinctus","(KUCH, GUMPRECHT & MELAUN 2007)","","E: Broad-banded Temple Pitviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19579,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10872,0,"Tropidolaemus huttoni","(SMITH 1949)","","E: Hutton’s pitviper","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19578,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10871,0,"Tropidodryas striaticeps","(COPE 1870)","","E: Jiboinha","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19577,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10870,1,"Tropidodryas serra","(SCHLEGEL 1837)","","E: Serra Snake","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19576,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10869,0,"Tropidodipsas zweifeli","(LINER & WILSON 1970)","","E: Zweifel’s Snail-Eating Snake
S: Caracolera de Zweifel","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19575,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10868,0,"Tropidodipsas sartorii","COPE 1863","Tropidodipsas sartorii macdougalli SMITH 1943
Tropidodipsas sartorii sartorii (COPE 1863)","E: Terrestrial Snail Sucker
G: Neotropische Schneckennatter
S: Caracolera Terrestre","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19574,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10867,0,"Tropidodipsas repleta","SMITH, LEMOS-ESPINAL, HARTMAN & CHISZAR 2005","","","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19573,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10866,0,"Tropidodipsas philippii","(JAN 1863)","","E: Philippi’s Snail-Eating Snake
S: Caracolera de Philippi","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19572,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10865,0,"Tropidodipsas fischeri","(BOULENGER 1894)","","E: Fischer’s Snail-Eating Snake
S: Caracolera de Fischer","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19571,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10864,1,"Tropidodipsas fasciata","GÜNTHER 1858","Tropidodipsas fasciata fasciata GÜNTHER 1858
Tropidodipsas fasciata guerreroensis TAYLOR 1939","E: Banded Snail Sucker
E: Guerreran Snail Sucker [guerreroensis]
S: Caracolera Añillada","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19570,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10863,0,"Tropidodipsas annulifera","BOULENGER 1894","","E: Western Snail-Eating Snake
S: Caracolera  Occidental","Colubridae (Dipsadinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19569,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
10862,1,"Tropidoclonion lineatum","(HALLOWELL 1856)","","Lined Snake
lineatum: Northern Lined Snake
mertensi: Mertens` Lined Snake
texanum: Texas Lined Snake","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes, Squamata (snakes)",19568,"",NULL,"2021-04-30 18:54:00","2021-04-30 18:54:00"
